,train,val,test
#15-3 5937-18-012,False,False,True
#28-1 4611-16-089,False,False,True
#28-2 4611-16,False,False,True
#28-3 4611-16,False,False,True
#57-1 B21-07861-A5,False,False,True
#57-2 B21-07861-A6,False,False,True
#57-3 B21-07861-A4,False,False,True
#12-1 9764-17-033,False,False,True
#12-2 9764-17,False,False,True
#12-3 9764-17,False,False,True
#24-1 2805-15,False,False,True
#24-2 2805-15,False,False,True
#24-3 2805-15,False,False,True
#65-1 7815-B5776-E,False,False,True
#36-1 B20-02954-F15,False,False,True
#36-2 B20-02954-F16,False,False,True
#36-3 B20-02954-F18,False,False,True
#36-4 B20-02954-F20,False,False,True
#36-5 B20-02954-F19,False,False,True
#36-6 B20-02954-F17,False,False,True
#36-7 B20-02954-F13,False,False,True
#36-8 B20-02954-F10,False,False,True
